Player,BirthDate,BirthCity,BirthState,HighSchoolCity,HighSchoolState,College,BirthLat,BirthLong,HSLat,HSLong,CollegeNameGood,CollegeLat,CollegeLong
Nathan Jawai,"October 10, 1986",Sydney,Australia,Canberra,Australia,Midland College,46.15,-60.1667,-35.275999999999996,149.1344,Midland College,41.43778,-96.48836
Nathaniel Barnett,"January 29, 1953",none,none,Baltimore,Maryland,University of Akron,,,39.2904,-76.6122,University of Akron,41.07617,-81.5115
Nathaniel Clifton,"October 13, 1922",Little Rock,Arkansas,Chicago,Illinois,Xavier University of Louisiana,34.7465,-92.2896,41.9288,-87.6315,Xavier University of Louisiana,29.96465,-90.10757
Nazr Mohammed,"September 5, 1977",Chicago,Illinois,Chicago,Illinois,University of Kentucky,41.9288,-87.6315,41.9288,-87.6315,University of Kentucky,38.03036,-84.49938
Ndudi Ebi,"June 18, 1984",London,United Kingdom,Houston,Texas,none,-24.7667,30.8667,29.8688,-95.538,,,
Neal Walk,"July 29, 1948",Cleveland,Ohio,Miami Beach,Florida,University of Florida,41.4379,-81.5366,25.8582,-80.1312,University of Florida,28.0692,-82.43609
Ned Endress,"March 2, 1918",none,none,none,none,University of Akron,,,,,University of Akron,41.07617,-81.5115
Negele Knight,"March 6, 1967",Detroit,Michigan,Detroit,Michigan,University of Dayton,42.3679,-83.1386,42.3679,-83.1386,University of Dayton,39.73978,-84.17827
Neil Johnson,"April 17, 1943",Jackson,Michigan,New York,New York,Creighton University,42.2749,-84.4017,40.8424,-73.8556,Creighton University,41.26528,-95.94751
Neil Johnston,"February 4, 1929",Chillicothe,Ohio,Chillicothe,Ohio,Ohio State University,39.3335,-83.0168,39.3335,-83.0168,Ohio State University,39.99618,-83.0188
Nelson Bobb,"February 25, 1924",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Temple University,39.9524,-75.1653,39.9524,-75.1653,Temple University,39.98095,-75.15296
Nemanja Nedovic,"June 16, 1991",Nova Varos,Serbia,none,none,none,43.4606,19.8114,,,,,
Nenad Krstic,"July 25, 1983",Kraljevo,Serbia,none,none,none,43.7258,20.6894,,,,,
Nene Hilario,"September 13, 1982",Sao Carlos,Brazil,Sao Carlos,Brazil,none,-22.0167,-47.9,-22.0167,-47.9,,,
Nick Anderson,"January 20, 1968",Chicago,Illinois,Chicago,Illinois,University of Illinois at Urbana-Champaign,41.9288,-87.6315,41.9288,-87.6315,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Nick Calathes,"February 7, 1989",Casselberry,Florida,Winter Park,Florida,University of Florida,28.6616,-81.312,28.6079,-81.3055,University of Florida,28.0692,-82.43609
Nick Collison,"October 26, 1980",Orange City,Iowa,Iowa Falls,Iowa,University of Kansas,43.0262,-96.0869,42.5208,-93.2473,University of Kansas,38.8134,-97.60949
Nick Fazekas,"June 17, 1985",Denver,Colorado,Arvada,Colorado,"University of Nevada, Reno",39.7525,-104.9995,39.7941,-105.1019,"University of Nevada, Reno",39.5449,-119.8198
Nick Jones,"March 28, 1945",none,none,Portland,Oregon,University of Oregon,,,45.4691,-122.5535,University of Oregon,44.04598,-123.07046
Nick Mantis,"December 7, 1935",none,none,East Chicago,Indiana,Northwestern University,,,41.6463,-87.4528,Northwestern University,42.05559,-87.6745
Nick Shaback,"September 10, 1918",none,none,New York,New York,none,,,40.8424,-73.8556,,,
Nick Van Exel,"November 27, 1971",Kenosha,Wisconsin,Kenosha,Wisconsin,University of Cincinnati,42.6227,-87.9377,42.6227,-87.9377,University of Cincinnati,39.13145,-84.51633
Nick Vanos,"April 13, 1963",San Mateo,California,San Mateo,California,Santa Clara University,37.555,-122.2687,37.555,-122.2687,Santa Clara University,37.42716,-122.17024
Nick Weatherspoon,"July 20, 1950",Greenwood,Mississippi,Canton,Ohio,University of Illinois at Urbana-Champaign,33.5236,-90.1405,40.7901,-81.4331,University of Illinois at Urbana-Champaign,40.11642,-88.24338
Nick Young,"June 1, 1985",Los Angeles,California,Reseda,California,University of Southern California,34.0396,-118.2661,34.2005,-118.5404,University of Southern California,34.0218,-118.28664
Nicolas Batum,"December 14, 1988",Lisieux,France,none,none,none,49.1477,0.2266,,,,,
Nikita Wilson,"February 25, 1964",Pineville,Louisiana,Leesville,Louisiana,Louisiana State University,31.2884,-92.38799999999999,31.1435,-93.26100000000001,Louisiana State University,29.93987,-90.11954
Nikola Pekovic,"January 3, 1986",Bijelo Polje,Montenegro,none,none,none,43.0292,19.7456,,,,,
Nikola Vucevic,"October 24, 1990",Morges,Switzerland,Simi Valley,California,University of Southern California,46.5113,6.4957,34.2521,-118.7843,University of Southern California,34.0218,-118.28664
Nikoloz Tskitishvili,"April 14, 1983",Tbilisi,Georgia,none,none,none,41.7167,44.7833,,,,,
Noble Jorgensen,"May 18, 1925",none,none,none,none,University of Iowa,,,,,University of Iowa,41.65502,-91.55684
Noel Felix,"October 4, 1981",Los Angeles,California,Inglewood,California,"California State University, Fresno",34.0396,-118.2661,33.9582,-118.3614,"California State University, Fresno",36.81256,-119.74663
Nolan Smith,"July 25, 1988",Louisville,Kentucky,Mouth of Wilson,Virginia,Duke University,38.0858,-85.8495,36.5894,-81.3364,Duke University,36.00153,-78.94001
Norm Baker,"February 17, 1923",none,none,none,none,none,,,,,,,
Norm Cook,"March 21, 1955",Chicago,Illinois,Lincoln,Illinois,University of Kansas,41.9288,-87.6315,40.1291,-89.3641,University of Kansas,38.8134,-97.60949
Norm Grekin,"June 22, 1930",none,none,Philadelphia,Pennsylvania,La Salle University,,,39.9524,-75.1653,La Salle University,40.03872,-75.15407
Norm Mager,"March 23, 1926",none,none,New York,New York,City College of New York,,,40.8424,-73.8556,City College of New York,40.66611,-73.95722
Norm Nixon,"October 11, 1955",Macon,Georgia,Macon,Georgia,Duquesne University,32.8293,-83.4928,32.8293,-83.4928,Duquesne University,40.43618,-79.99283
Norm Richardson,"July 24, 1979",New York,New York,New York,New York,Hofstra University,40.8424,-73.8556,40.8424,-73.8556,Hofstra University,40.71455,-73.60068
Norm Stewart,"January 20, 1935",Leonard,Missouri,Shelbyville,Missouri,University of Missouri,39.9031,-92.1974,39.8505,-92.0307,University of Missouri,38.94587,-92.32768
Norm Swanson,"October 4, 1930",none,none,Chicago,Illinois,University of Detroit Mercy,,,41.9288,-87.6315,University of Detroit Mercy,42.33143,-83.04575
Norm Van Lier,"April 1, 1947",East Liverpool,Ohio,Midland,Pennsylvania,Saint Francis University,40.6805,-80.5948,40.6752,-80.5069,Saint Francis University,41.53309,-88.09728
Norman Black,"November 12, 1957",Baltimore,Maryland,Baltimore,Maryland,Saint Joseph's University,39.2904,-76.6122,39.2904,-76.6122,Saint Joseph's University,41.70522,-86.23597
Normie Glick,"November 10, 1927",none,none,Los Angeles,California,Loyola Marymount University,,,34.0396,-118.2661,Loyola Marymount University,33.97087,-118.4187
Norris Cole,"October 13, 1988",Dayton,Ohio,Dayton,Ohio,Cleveland State University,39.833,-84.2177,39.833,-84.2177,Cleveland State University,35.19804,-97.44459
Norris Coleman,"September 27, 1961",Jacksonville,Florida,Jacksonville,Florida,Kansas State University,30.3533,-81.499,30.3533,-81.499,Kansas State University,38.8134,-97.60949
Norton Barnhill,"July 15, 1953",Winston-Salem,North Carolina,none,none,Washington State University,36.1028,-80.2605,,,Washington State University,47.23565,-122.5504
O.J. Mayo,"November 5, 1987",Huntington,West Virginia,Huntington,West Virginia,University of Southern California,38.3685,-82.4245,38.3685,-82.4245,University of Southern California,34.0218,-118.28664
Obinna Ekezie,"August 22, 1975",Port Harcourt,Nigeria,Worcester,Massachusetts,University of Maryland,4.7774,7.0134,42.2618,-71.8028,University of Maryland,39.32898,-76.62057
Odie Spears,"June 26, 1925",none,none,Scottsville,Kentucky,Western Kentucky University,,,36.7847,-86.2119,Western Kentucky University,36.98754,-86.45166
Odis Allison,"October 2, 1949",none,none,Oakland,California,"University of Nevada, Las Vegas",,,37.735,-122.2088,"University of Nevada, Las Vegas",36.10775,-115.14167
Ognjen Kuzmic,"May 16, 1990",Doboj,Bosnia and Herzegovina,none,none,none,44.7318,18.087,,,,,
Olden Polynice,"November 21, 1964",Port-au-Prince,Haiti,New York,New York,University of Virginia,18.5333,-72.3333,40.8424,-73.8556,University of Virginia,38.03561,-78.50329
Oleksiy Pecherov,"December 8, 1985",Donetsk,Ukraine,none,none,none,47.9917,37.7759,,,,,
Oliver Lafayette,"May 6, 1984",Baton Rouge,Louisiana,Baton Rouge,Louisiana,University of Houston,30.4386,-91.1703,30.4386,-91.1703,University of Houston,29.72081,-95.34335
Oliver Miller,"April 6, 1970",Fort Worth,Texas,Fort Worth,Texas,University of Arkansas,32.7257,-97.3214,32.7257,-97.3214,University of Arkansas,36.06869,-94.17215
Oliver Robinson,"March 13, 1960",Birmingham,Alabama,Birmingham,Alabama,University of Alabama at Birmingham,33.4468,-86.7404,33.4468,-86.7404,University of Alabama at Birmingham,33.50483,-86.79999
Oliver Taylor,"March 7, 1947",New York,New York,New York,New York,University of Houston,40.8424,-73.8556,40.8424,-73.8556,University of Houston,29.72081,-95.34335
Ollie Darden,"July 28, 1944",Aberdeen,Mississippi,Detroit,Michigan,University of Michigan,33.8524,-88.5337,42.3679,-83.1386,University of Michigan,42.84031,-84.47982
Ollie Johnson,"May 11, 1949",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Temple University,39.9524,-75.1653,39.9524,-75.1653,Temple University,39.98095,-75.15296
Ollie Mack,"June 6, 1957",New York,New York,New York,New York,East Carolina University,40.8424,-73.8556,40.8424,-73.8556,East Carolina University,35.60044,-77.36441
Olumide Oyedeji,"May 11, 1981",Ibadan,Nigeria,Ibadan,Nigeria,none,7.3878,3.8964,7.3878,3.8964,,,
Omar Cook,"January 28, 1982",New York,New York,New York,New York,St. John's University,40.8424,-73.8556,40.8424,-73.8556,St. John's University,45.58333,-94.39167
Omer Asik,"July 4, 1986",Bursa,Turkey,none,none,none,40.1917,29.0611,,,,,
Omri Casspi,"June 22, 1988",Holon,Israel,none,none,none,32.0114,34.7722,,,,,
Orbie Bowling,"March 21, 1939",Kentucky,none,none,none,University of Tennessee,-30.7667,151.45,,,University of Tennessee,36.14811,-86.80305
Orien Greene,"February 4, 1982",Gainesville,Florida,Gainesville,Florida,University of Louisiana at Lafayette,29.6851,-82.4324,29.6851,-82.4324,University of Louisiana at Lafayette,30.2156,-92.01891
Orlando Graham,"May 5, 1965",Montgomery,Alabama,Montgomery,Alabama,Auburn University at Montgomery,32.3934,-86.3222,32.3934,-86.3222,Auburn University at Montgomery,32.37097,-86.17719
Orlando Johnson,"March 11, 1989",Monterey,California,Salinas,California,"University of California, Santa Barbara",36.3699,-121.8406,36.6478,-121.6259,"University of California, Santa Barbara",34.42282,-119.69637
Orlando Woolridge,"December 16, 1959",Bernice,Louisiana,Mansfield,Louisiana,University of Notre Dame,32.8328,-92.6605,32.0396,-93.6712,University of Notre Dame,41.7031,-86.23917
Oscar Robertson,"November 24, 1938",Charlotte,Tennessee,Indianapolis,Indiana,University of Cincinnati,36.2496,-87.273,39.793,-86.2853,University of Cincinnati,39.13145,-84.51633
Oscar Torres,"December 18, 1976",Caracas,Venezuela,none,none,none,10.5,-66.9167,,,,,
Ossie Schectman,"March 30, 1919",Kew Gardens,New York,New York,New York,Long Island University,40.7087,-73.8268,40.8424,-73.8556,Long Island University,40.69061,-73.99764
Othell Wilson,"October 26, 1961",Alexandria,Virginia,Woodbridge,Virginia,University of Virginia,38.8177,-77.1527,38.6257,-77.2665,University of Virginia,38.03561,-78.50329
Othella Harrington,"January 31, 1974",Jackson,Mississippi,Jackson,Mississippi,Georgetown University,32.3134,-90.17200000000001,32.3134,-90.17200000000001,Georgetown University,38.90727,-77.07258
Othello Hunter,"May 28, 1986",Winston-Salem,North Carolina,Winston-Salem,North Carolina,Ohio State University,36.1028,-80.2605,36.1028,-80.2605,Ohio State University,39.99618,-83.0188
Othyus Jeffers,"August 5, 1985",Chicago,Illinois,Chicago,Illinois,Robert Morris University (IL),41.9288,-87.6315,41.9288,-87.6315,Robert Morris College,41.76058,-88.32007
Otis Birdsong,"December 9, 1955",Winter Haven,Florida,Winter Haven,Florida,University of Houston,28.0619,-81.7071,28.0619,-81.7071,University of Houston,29.72081,-95.34335
Otis Howard,"November 5, 1956",Oak Ridge,Tennessee,Oak Ridge,Tennessee,Austin Peay State University,35.9724,-84.2904,35.9724,-84.2904,Austin Peay State University,36.53338,-87.3539
Otis Smith,"January 30, 1964",Jacksonville,Florida,Jacksonville,Florida,Jacksonville University,30.3533,-81.499,30.3533,-81.499,Jacksonville University,33.82232,-85.76663
Otis Thorpe,"August 5, 1962",Boynton Beach,Florida,Lake Worth,Florida,Providence College,26.5282,-80.0843,26.5792,-80.0806,Providence College,41.84371,-71.43784
Otto Moore,"August 27, 1946",Miami,Florida,Miami,Florida,University of Texas-Pan American,25.9388,-80.2144,25.9388,-80.2144,University of Texas-Pan American,26.30507,-98.17112
Otto Porter,"June 3, 1993",St. Louis,Missouri,Sikeston,Missouri,Georgetown University,38.6272,-90.1978,36.8985,-89.5669,Georgetown University,38.90727,-77.07258
Otto Schnellbacher,"April 15, 1923",Sublette,Kansas,Sublette,Kansas,none,37.5332,-100.8348,37.5332,-100.8348,,,
Owen Wells,"December 9, 1950",Providence,Rhode Island,Boston,Massachusetts,University of Detroit Mercy,41.8195,-71.4107,42.3496,-71.0746,University of Detroit Mercy,42.33143,-83.04575
Ozell Jones,"November 20, 1960",Long Beach,California,Long Beach,California,"California State University, Fullerton",33.7542,-118.2019,33.7542,-118.2019,"California State University, Fullerton",33.8781,-117.8824
P.J. Brown,"October 14, 1969",Detroit,Michigan,Winnfield,Louisiana,Louisiana Tech University,42.3679,-83.1386,31.8835,-92.66,Louisiana Tech University,32.509,-92.58998000000001
P.J. Tucker,"May 5, 1985",Raleigh,North Carolina,Raleigh,North Carolina,University of Texas at Austin,35.8181,-78.5636,35.8181,-78.5636,University of Texas at Austin,30.26715,-97.74306
Pablo Prigioni,"May 17, 1977",Rio Tercero,Argentina,none,none,none,-32.1833,-64.1,,,,,
Pace Mannion,"September 22, 1960",Salt Lake City,Utah,Las Vegas,Nevada,University of Utah,40.7608,-111.8911,36.11,-115.2118,University of Utah,40.76495,-111.84855
Pape Sow,"November 22, 1981",Dakar,Senegal,Dakar,Senegal,"California State University, Fullerton",14.6708,-17.4381,14.6708,-17.4381,"California State University, Fullerton",33.8781,-117.8824
Pape Sy,"April 5, 1988",Loudeac,France,none,none,none,48.1783,-2.7543,,,,,
Pat Burke,"December 14, 1973",Dublin,Ireland,Cape Coral,Florida,Auburn University,40.1176,-83.1265,26.6356,-82.0164,Auburn University,32.60208,-85.48495
Pat Cummings,"July 11, 1956",Johnstown,Pennsylvania,Johnstown,Pennsylvania,University of Cincinnati,40.2923,-78.9834,40.2923,-78.9834,University of Cincinnati,39.13145,-84.51633
Pat Dunn,"March 17, 1931",none,none,Chicago,Illinois,Utah State University,,,41.9288,-87.6315,Utah State University,40.76495,-111.84855
Pat Durham,"March 10, 1967",Dallas,Texas,Dallas,Texas,Colorado State University,32.7825,-96.8207,32.7825,-96.8207,Colorado State University,40.00915,-105.26902
Pat Frink,"February 18, 1945",none,none,Wheat Ridge,Colorado,University of Colorado,,,39.7747,-105.1033,University of Colorado,40.00915,-105.26902
Pat Garrity,"August 23, 1976",Las Vegas,Nevada,Monument,Colorado,University of Notre Dame,36.11,-115.2118,39.0747,-104.8104,University of Notre Dame,41.7031,-86.23917
Pat Riley,"March 20, 1945",Rome,New York,Schenectady,New York,University of Kentucky,43.2289,-75.4084,42.8822,-73.9916,University of Kentucky,38.03036,-84.49938
Patrick Beverley,"July 12, 1988",Chicago,Illinois,Chicago,Illinois,University of Arkansas,41.9288,-87.6315,41.9288,-87.6315,University of Arkansas,36.06869,-94.17215
Patrick Eddie,"December 27, 1967",Milwaukee,Wisconsin,Milwaukee,Wisconsin,University of Mississippi,43.0434,-87.8945,43.0434,-87.8945,University of Mississippi,34.38238,-89.53988
Patrick Ewing,"May 20, 1984",Boston,Massachusetts,Fort Washington,Maryland,Georgetown University,42.3496,-71.0746,38.7551,-76.9805,Georgetown University,38.90727,-77.07258
Patrick Ewing,"August 5, 1962",Kingston,Jamaica,Cambridge,Massachusetts,Georgetown University,41.9389,-73.9901,42.37,-71.0812,Georgetown University,38.90727,-77.07258
Patrick McFarland,"December 7, 1951",Philadelphia,Pennsylvania,Willingboro,New Jersey,Saint Joseph's University,39.9524,-75.1653,40.0257,-74.8916,Saint Joseph's University,41.70522,-86.23597
Patrick Mills,"August 11, 1988",Canberra,Australia,Canberra,Australia,Saint Mary's College of California,-35.275999999999996,149.1344,-35.275999999999996,149.1344,Saint Mary's College of California,37.84096,-122.10946
Patrick O'Bryant,"June 20, 1986",Oskaloosa,Iowa,Blaine,Minnesota,Bradley University,41.2812,-92.6502,45.1608,-93.2349,Bradley University,40.69809,-89.61704
Patrick Patterson,"March 14, 1989",Washington,District of Columbia,Huntington,West Virginia,University of Kentucky,38.8749,-77.0325,38.3685,-82.4245,University of Kentucky,38.03036,-84.49938
Pau Gasol,"July 6, 1980",Barcelona,Spain,none,none,none,41.3984,2.1741,,,,,
Paul Arizin,"April 9, 1928",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Villanova University,39.9524,-75.1653,39.9524,-75.1653,Villanova University,40.03817,-75.34463
Paul Cloyd,"June 13, 1920",none,none,none,none,University of Wisconsin,,,,,University of Wisconsin,43.07388,-89.41095
Paul Davis,"July 21, 1984",Detroit,Michigan,Rochester,Michigan,Michigan State University,42.3679,-83.1386,42.7286,-83.1476,Michigan State University,42.84031,-84.47982
Paul Dawkins,"June 10, 1957",Saginaw,Michigan,Saginaw,Michigan,Northern Illinois University,43.4312,-83.9337,43.4312,-83.9337,Northern Illinois University,41.93753,-88.77592
Paul George,"May 2, 1990",Palmdale,California,Palmdale,California,"California State University, Fresno",34.52,-118.0835,34.52,-118.0835,"California State University, Fresno",36.81256,-119.74663
Paul Gordon,"April 8, 1927",none,none,none,none,University of Notre Dame,,,,,University of Notre Dame,41.7031,-86.23917
Paul Graham,"November 28, 1967",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Ohio University,39.9524,-75.1653,39.9524,-75.1653,Ohio University,39.99618,-83.0188
Paul Grant,"January 6, 1974",Pittsburgh,Pennsylvania,Birmingham,Michigan,University of Wisconsin,40.4495,-79.988,42.5457,-83.2165,University of Wisconsin,43.07388,-89.41095
Paul Griffin,"January 20, 1954",Shelby,Michigan,Shelby,Michigan,Western Michigan University,43.6101,-86.3495,43.6101,-86.3495,Western Michigan University,42.28365,-85.61195
Paul Hoffman,"April 12, 1925",none,none,Jasper,Indiana,Purdue University,,,38.4207,-86.9277,Purdue University,40.42809,-86.92251
Paul Hogue,"April 28, 1940",Knoxville,Tennessee,Knoxville,Tennessee,University of Cincinnati,36.0582,-83.9147,36.0582,-83.9147,University of Cincinnati,39.13145,-84.51633
Paul Huston,"June 2, 1925",none,none,Xenia,Ohio,Ohio State University,,,39.678000000000004,-83.9027,Ohio State University,39.99618,-83.0188
Paul Long,"February 8, 1944",Louisville,Kentucky,Louisville,Kentucky,Wake Forest University,38.0858,-85.8495,38.0858,-85.8495,Wake Forest University,36.13347,-80.27727
Paul McCracken,"September 11, 1950",New York,New York,New Haven,Connecticut,"California State University, Northridge",40.8424,-73.8556,41.3094,-72.92399999999999,"California State University, Northridge",34.26861,-119.27067
Paul McPherson,"July 3, 1978",Chicago,Illinois,Chicago,Illinois,DePaul University,41.9288,-87.6315,41.9288,-87.6315,DePaul University,41.92281,-87.65311
Paul Millsap,"February 10, 1985",Monroe,Louisiana,Grambling,Louisiana,Louisiana Tech University,32.5206,-92.1066,32.5277,-92.7253,Louisiana Tech University,32.509,-92.58998000000001
Paul Mokeski,"January 3, 1957",Spokane,Washington,Encino,California,University of Kansas,47.6567,-117.3785,34.154,-118.4982,University of Kansas,38.8134,-97.60949
Paul Napolitano,"February 3, 1923",none,none,none,none,University of San Francisco,,,,,University of San Francisco,37.77549,-122.4508
Paul Neumann,"January 30, 1938",none,none,Newport Beach,California,Stanford University,,,33.6167,-117.8975,Stanford University,37.42716,-122.17024
Paul Noel,"August 17, 1924",Midway,Kentucky,none,none,University of Kentucky,38.1578,-84.7155,,,University of Kentucky,38.03036,-84.49938
Paul Nolen,"September 3, 1929",none,none,none,none,Texas Tech University,,,,,Texas Tech University,33.59231,-101.88795
Paul Pierce,"October 13, 1977",Oakland,California,Inglewood,California,University of Kansas,37.735,-122.2088,33.9582,-118.3614,University of Kansas,38.8134,-97.60949
Paul Pressey,"December 24, 1958",Richmond,Virginia,Richmond,Virginia,University of Tulsa,37.4677,-77.59,37.4677,-77.59,University of Tulsa,36.15013,-95.94691
Paul Ruffner,"October 15, 1948",Downey,California,Santa Monica,California,Brigham Young University,33.9231,-118.1396,34.016,-118.4925,Brigham Young University,40.24579,-111.65103
Paul Scranton,"April 30, 1944",Los Angeles,California,Los Angeles,California,"California State Polytechnic University, Pomona",34.0396,-118.2661,34.0396,-118.2661,"California State Polytechnic University, Pomona",34.05639,-117.82166
Paul Seymour,"January 30, 1928",Toledo,Ohio,Toledo,Ohio,University of Toledo,41.7073,-83.54299999999999,41.7073,-83.54299999999999,University of Toledo,41.66199,-83.61438
Paul Shirley,"December 23, 1977",Meriden,Kansas,Meriden,Kansas,Iowa State University,39.2099,-95.5446,39.2099,-95.5446,Iowa State University,41.65502,-91.55684
Paul Silas,"July 12, 1943",Prescott,Arizona,Oakland,California,Creighton University,34.6248,-112.42200000000001,37.735,-122.2088,Creighton University,41.26528,-95.94751
Paul Stovall,"August 16, 1948",none,none,none,none,Arizona State University,,,,,Arizona State University,32.23188,-110.95347
Paul Thompson,"May 25, 1961",Smyrna,Tennessee,Alexandria,Virginia,Tulane University,35.9593,-86.542,38.8177,-77.1527,Tulane University,29.93987,-90.11954
Paul Walther,"March 23, 1927",none,none,none,none,University of Tennessee,,,,,University of Tennessee,36.14811,-86.80305
Paul Westphal,"November 30, 1950",Torrance,California,Redondo Beach,California,University of Southern California,33.8669,-118.3312,33.830999999999996,-118.3875,University of Southern California,34.0218,-118.28664
Pavel Podkolzin,"January 15, 1985",Novosibirsk,Russian Federation,none,none,none,55.0415,82.9346,,,,,
Pearl Washington,"January 6, 1964",New York,New York,New York,New York,Syracuse University,40.8424,-73.8556,40.8424,-73.8556,Syracuse University,43.03784,-76.13465
Peja Stojakovic,"June 9, 1977",Slavonska Pozega,Croatia,none,none,none,45.3331,17.6736,,,,,
Penny Early,"May 30, 1943",none,none,none,none,none,,,,,,,
Pep Saul,"February 16, 1924",none,none,West Orange,New Jersey,Seton Hall University,,,40.7919,-74.264,Seton Hall University,40.7426,-74.24737
Pepe Sanchez,"May 8, 1977",Bahia Blanca,Argentina,Bahia Blanca,Argentina,Temple University,-38.7167,-62.2833,-38.7167,-62.2833,Temple University,39.98095,-75.15296
Pero Antic,"July 29, 1982",Skopje,Republic of Macedonia,none,none,none,42.0,21.4333,,,,,
Perry Jones,"September 24, 1991",Winnsboro,Louisiana,Duncanville,Texas,Baylor University,32.1344,-91.7112,32.6323,-96.9125,Baylor University,31.54489,-97.11945
Perry Moss,"November 11, 1958",Tucson,Arizona,Amherst,Massachusetts,Northeastern University,32.2686,-111.0022,42.3804,-72.5231,Northeastern University,42.33982,-71.08755
Perry Warbington,"September 7, 1952",Atlanta,Georgia,Atlanta,Georgia,Georgia Southern University,33.755,-84.39,33.8477,-84.2814,Georgia Southern University,32.42546,-81.78345
Perry Young,"August 4, 1963",Baltimore,Maryland,Ellicott City,Maryland,Virginia Polytechnic Institute and State University,39.2904,-76.6122,39.257,-76.7946,Virginia Polytechnic Institute and State University,37.22923,-80.42397
Pervis Ellison,"April 3, 1967",Savannah,Georgia,Savannah,Georgia,University of Louisville,32.1213,-81.1822,32.1213,-81.1822,University of Louisville,38.21507,-85.75913
Pete Brennan,"September 23, 1936",New York,New York,New York,New York,University of North Carolina,40.8424,-73.8556,40.8424,-73.8556,University of North Carolina,36.00153,-78.94001
Pete Chilcutt,"September 14, 1968",Sumter,South Carolina,Tuscaloosa,Alabama,University of North Carolina,33.8808,-80.3536,33.3323,-87.4741,University of North Carolina,36.00153,-78.94001
Pete Cross,"March 28, 1948",none,none,none,none,University of San Francisco,,,,,University of San Francisco,37.77549,-122.4508
Pete Darcey,"March 3, 1930",none,none,none,none,Oklahoma State University,,,,,Oklahoma State University,35.19804,-97.44459
Pete Lalich,"June 23, 1920",none,none,none,none,Ohio University,,,,,Ohio University,39.99618,-83.0188
Pete Maravich,"June 22, 1947",Aliquippa,Pennsylvania,Salemberg,North Carolina,Louisiana State University,40.589,-80.3279,35.0161,-78.5042,Louisiana State University,29.93987,-90.11954
Pete Myers,"September 15, 1963",Mobile,Alabama,Mobile,Alabama,University of Arkansas at Little Rock,30.6586,-88.3535,30.6586,-88.3535,University of Arkansas at Little Rock,34.72176,-92.34126
Pete Smith,1947,none,none,none,none,Valdosta State University,,,,,Valdosta State University,30.8327,-83.27849
Pete Verhoeven,"February 15, 1959",Hanford,California,Hanford,California,"California State University, Fresno",36.275999999999996,-119.6322,36.275999999999996,-119.6322,"California State University, Fresno",36.81256,-119.74663
Pete Williams,"March 10, 1965",Harbor City,California,Walnut,California,University of Arizona,33.796,-118.2986,34.0115,-117.8535,University of Arizona,32.23188,-110.95347
Peter Aluma,"April 23, 1973",Lagos,Nigeria,Isolo,Nigeria,Liberty University,6.4531,3.3958,8.0833,5.25,Liberty University,37.35071,-79.18085
Peter John Ramos,"May 13, 1985",Fajardo,Puerto Rico,none,none,none,18.3278,-65.6837,,,,,
Peter Thibeaux,"October 3, 1961",Los Angeles,California,Oakland,California,Saint Mary's College of California,34.0396,-118.2661,37.735,-122.2088,Saint Mary's College of California,37.84096,-122.10946
Petey Rosenberg,"April 7, 1918",none,none,none,none,Saint Joseph's University,,,,,Saint Joseph's University,41.70522,-86.23597
Petur Gudmundsson,"October 30, 1958",Reykjavik,Iceland,Mercer Island,Washington,University of Washington,64.13600000000001,-21.9203,47.5602,-122.2281,University of Washington,38.9515,-77.08998
Peyton Siva,"October 24, 1990",Seattle,Washington,Seattle,Washington,University of Louisville,47.6026,-122.3284,47.6026,-122.3284,University of Louisville,38.21507,-85.75913
Phil Bond,"July 27, 1954",Louisville,Kentucky,Louisville,Kentucky,University of Louisville,38.0858,-85.8495,38.0858,-85.8495,University of Louisville,38.21507,-85.75913
Phil Chenier,"October 30, 1950",Berkeley,California,Berkeley,California,University of California,37.8646,-122.2877,37.8646,-122.2877,University of California,38.53232,-121.78855
Phil Farbman,"April 3, 1924",none,none,none,none,none,,,,,,,
Phil Ford,"February 9, 1956",Rocky Mount,North Carolina,Rocky Mount,North Carolina,University of North Carolina,35.9216,-77.7315,35.9216,-77.7315,University of North Carolina,36.00153,-78.94001
Phil Hankinson,"July 26, 1951",Augusta,Georgia,Great Neck,New York,University of Pennsylvania,33.5242,-82.0926,40.7852,-73.7279,University of Pennsylvania,39.95095,-75.19351
Phil Hicks,"January 31, 1953",Chicago,Illinois,Chicago,Illinois,Tulane University,41.9288,-87.6315,41.9288,-87.6315,Tulane University,29.93987,-90.11954
Phil Hubbard,"December 13, 1956",Canton,Ohio,Canton,Ohio,University of Michigan,40.7901,-81.4331,40.7901,-81.4331,University of Michigan,42.84031,-84.47982
Phil Jackson,"September 17, 1945",Deer Lodge,Montana,Williston,North Dakota,University of North Dakota,46.3797,-112.7202,48.223,-103.7071,University of North Dakota,42.78472,-96.92421
Phil Jordon,"September 12, 1933",Lakeport,California,none,none,Whitworth,39.0486,-122.939,,,Whitworth,-70.39583,66.12306
