"Player","BirthDate","BirthCity","BirthState","HighSchoolCity","HighSchoolState","College","BirthLat","BirthLong","HSLat","HSLong","CollegeNameGood","CollegeLat","CollegeLong","birthCityState","hsCityState","CityCount","HighSchoolCount","CollegeCount","BirthCountry","HighSchoolCountry","BirthContinent","HighSchoolContinent","Team1","Team2","Team3","Team4","Team5","Team6","Team7","Team8","Team9","Team10","Team11","Team12","Team13","Team14","Team15","Team16","Team1_Lat","Team1_Long","Team2_Lat","Team2_Long","Team3_Lat","Team3_Long","Team4_Lat","Team4_Long","Team5_Lat","Team5_Long","Team6_Lat","Team6_Long","Team7_Lat","Team7_Long","Team8_Lat","Team8_Long","Team9_Lat","Team9_Long","Team10_Lat","Team10_Long","Team11_Lat","Team11_Long","Team12_Lat","Team12_Long","Team13_Lat","Team13_Long","Team14_Lat","Team14_Long","Team15_Lat","Team15_Long","Team16_Lat","Team16_Long","FirstYear","LastYear"
"Perry Warbington","September 7, 1952","Atlanta","Georgia","Atlanta","Georgia","Georgia Southern University",33.749,-84.38798,33.749,-84.38798,"Georgia Southern University",32.42546,-81.78345,"Atlanta Georgia","Atlanta Georgia",35,30,3,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1974-75"
"Perry Young","August 4, 1963","Baltimore","Maryland","Ellicott City","Maryland","Virginia Polytechnic Institute and State University",39.29038,-76.61219,39.26733,-76.79831,"Virginia Polytechnic Institute and State University",37.22923,-80.42397,"Baltimore Maryland","Ellicott City Maryland",34,1,11,"United States of America","United States of America","Americas","Americas","Chicago Illinois","Portland Oregon","","","","","","","","","","","","","","",41.85003,-87.65005,45.52345,-122.67621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-87","1986-87"
"Pervis Ellison","April 3, 1967","Savannah","Georgia","Savannah","Georgia","University of Louisville",32.08354,-81.09983,32.08354,-81.09983,"University of Louisville",38.21507,-85.75913,"Savannah Georgia","Savannah Georgia",4,5,49,"United States of America","United States of America","Americas","Americas","Sacramento California","Washington District of Columbia","Boston Massachusetts","Seattle Washington","","","","","","","","","","","","",38.58157,-121.4944,38.89511,-77.03637,42.35843,-71.05977,47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-90","2000-01"
"Pete Brennan","September 23, 1936","New York","New York","New York","New York","University of North Carolina",40.71427,-74.00597,40.71427,-74.00597,"University of North Carolina",36.00153,-78.94001,"New York New York","New York New York",205,209,80,"United States of America","United States of America","Americas","Americas","New York New York","","","","","","","","","","","","","","","",40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958-59","1958-59"
"Pete Chilcutt","September 14, 1968","Sumter","South Carolina","Tuscaloosa","Alabama","University of North Carolina",33.91617,-80.38232,33.20984,-87.56917,"University of North Carolina",36.00153,-78.94001,"Sumter South Carolina","Tuscaloosa Alabama",1,2,80,"United States of America","United States of America","Americas","Americas","Sacramento California","Detroit Michigan","Houston Texas","Vancouver Canada","Salt Lake City Utah","Cleveland Ohio","Los Angeles California","","","","","","","","","",38.58157,-121.4944,42.33143,-83.04575,29.76328,-95.36327,49.24966,-123.11934,40.76078,-111.89105,41.4995,-81.69541,34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-92","1999-00"
"Pete Cross","March 28, 1948","none","none","none","none","University of San Francisco",NA,NA,NA,NA,"University of San Francisco",37.77549,-122.4508,"none none","none none",677,684,23,"none","none","none","none","Seattle Washington","Kansas City Missouri","Seattle Washington","","","","","","","","","","","","","",47.60621,-122.33207,39.09973,-94.57857,47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1972-73"
"Pete Darcey","March 3, 1930","none","none","none","none","Oklahoma State University",NA,NA,NA,NA,"Oklahoma State University",35.19804,-97.44459,"none none","none none",677,684,25,"none","none","none","none","Milwaukee Wisconsin","","","","","","","","","","","","","","","",43.0389,-87.90647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952-53","1952-53"
"Pete Lalich","June 23, 1920","none","none","none","none","Ohio University",NA,NA,NA,NA,"Ohio University",39.99618,-83.0188,"none none","none none",677,684,9,"none","none","none","none","Cleveland Ohio","","","","","","","","","","","","","","","",41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Pete Maravich","June 22, 1947","Aliquippa","Pennsylvania","Salemberg","North Carolina","Louisiana State University",40.63673,-80.24006,35.01545,-78.50306,"Louisiana State University",29.93987,-90.11954,"Aliquippa Pennsylvania","Salemburg North Carolina",1,1,34,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","New Orleans Louisiana","Salt Lake City Utah","Boston Massachusetts","","","","","","","","","","","","",33.749,-84.38798,29.95465,-90.07507,40.76078,-111.89105,42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1979-80"
"Pete Myers","September 15, 1963","Mobile","Alabama","Mobile","Alabama","University of Arkansas at Little Rock",30.69436,-88.04305,30.69436,-88.04305,"University of Arkansas at Little Rock",34.72176,-92.34126,"Mobile Alabama","Mobile Alabama",9,4,6,"United States of America","United States of America","Americas","Americas","Chicago Illinois","San Antonio Texas","Philadelphia Pennsylvania","New York New York","New York New York","East Rutherford New Jersey","San Antonio Texas","Chicago Illinois","Miami Florida","Charlotte North Carolina","New York New York","","","","","",41.85003,-87.65005,29.42412,-98.49363,39.95234,-75.16379,40.71427,-74.00597,40.71427,-74.00597,40.83399,-74.09709,29.42412,-98.49363,41.85003,-87.65005,25.77427,-80.19366,35.22709,-80.84313,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-87","1997-98"
"Pete Smith","1947","none","none","none","none","Valdosta State University",NA,NA,NA,NA,"Valdosta State University",30.8327,-83.27849,"none none","none none",677,684,1,"none","none","none","none","San Diego California","","","","","","","","","","","","","","","",32.71533,-117.15726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1972-73","1972-73"
"Pete Verhoeven","February 15, 1959","Hanford","California","Hanford","California","California State University, Fresno",36.32745,-119.64568,36.32745,-119.64568,"California State University, Fresno",36.81256,-119.74663,"Hanford California","Hanford California",2,1,20,"United States of America","United States of America","Americas","Americas","Portland Oregon","Kansas City Missouri","Oakland California","Indianapolis Indiana","","","","","","","","","","","","",45.52345,-122.67621,39.09973,-94.57857,37.80437,-122.2708,39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1986-87"
"Pete Williams","March 10, 1965","Harbor City","California","Walnut","California","University of Arizona",33.79002,-118.29785,37.90631,-122.06496,"University of Arizona",32.23188,-110.95347,"Harbor City California","Walnut California",2,1,42,"United States of America","United States of America","Americas","Americas","Denver Colorado","","","","","","","","","","","","","","","",39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985-86","1986-87"
"Peter Aluma","April 23, 1973","Lagos","Nigeria","Isolo","Nigeria","Liberty University",6.45306,3.39583,6.55923,3.30242,"Liberty University",37.35071,-79.18085,"Lagos Nigeria","Isolo Nigeria",3,1,2,"Nigeria","Nigeria","Africa","Africa","Sacramento California","","","","","","","","","","","","","","","",38.58157,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-99","1998-99"
"Peter John Ramos","May 13, 1985","Fajardo","Puerto Rico","none","none","none",18.32579,-65.65238,NA,NA,"",NA,NA,"Fajardo Puerto Rico","none none",2,684,0,"Puerto Rico","none","Caribbean","none","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-05","2004-05"
"Peter Thibeaux","October 3, 1961","Los Angeles","California","Oakland","California","Saint Mary's College of California",34.05223,-118.24368,37.80437,-122.2708,"Saint Mary's College of California",37.84096,-122.10946,"Los Angeles California","Oakland California",97,20,6,"United States of America","United States of America","Americas","Americas","Oakland California","","","","","","","","","","","","","","","",37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-85","1985-86"
"Petey Rosenberg","April 7, 1918","none","none","none","none","Saint Joseph's University",NA,NA,NA,NA,"Saint Joseph's University",41.70522,-86.23597,"none none","none none",677,684,18,"none","none","none","none","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Petur Gudmundsson","October 30, 1958","Reykjavik","Iceland","Mercer Island","Washington","University of Washington",64.13548,-21.89541,47.57065,-122.22207,"University of Washington",38.9515,-77.08998,"Reykjavik Iceland","Mercer Island Washington",1,2,30,"Iceland","United States of America","Europe","Americas","Portland Oregon","Los Angeles California","San Antonio Texas","","","","","","","","","","","","","",45.52345,-122.67621,34.05223,-118.24368,29.42412,-98.49363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1988-89"
"Peyton Siva","October 24, 1990","Seattle","Washington","Seattle","Washington","University of Louisville",47.60621,-122.33207,47.60621,-122.33207,"University of Louisville",38.21507,-85.75913,"Seattle Washington","Seattle Washington",22,23,49,"United States of America","United States of America","Americas","Americas","Detroit Michigan","","","","","","","","","","","","","","","",42.33143,-83.04575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-14","2013-14"
"Phil Bond","July 27, 1954","Louisville","Kentucky","Louisville","Kentucky","University of Louisville",38.25424,-85.75941,38.25424,-85.75941,"University of Louisville",38.21507,-85.75913,"Louisville Kentucky","Louisville Kentucky",30,30,49,"United States of America","United States of America","Americas","Americas","Houston Texas","","","","","","","","","","","","","","","",29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-78","1977-78"
"Phil Chenier","October 30, 1950","Berkeley","California","Berkeley","California","University of California",37.87159,-122.27275,37.87159,-122.27275,"University of California",38.53232,-121.78855,"Berkeley California","Berkeley California",5,3,28,"United States of America","United States of America","Americas","Americas","Baltimore Maryland","Washington District of Columbia","Washington District of Columbia","Indianapolis Indiana","Oakland California","","","","","","","","","","","",39.29038,-76.61219,38.89511,-77.03637,38.89511,-77.03637,39.76838,-86.15804,37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-72","1980-81"
"Phil Farbman","April 3, 1924","none","none","none","none","none",NA,NA,NA,NA,"",NA,NA,"none none","none none",677,684,0,"none","none","none","none","Philadelphia Pennsylvania","Boston Massachusetts","","","","","","","","","","","","","","",39.95234,-75.16379,42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1948-49"
"Phil Ford","February 9, 1956","Rocky Mount","North Carolina","Rocky Mount","North Carolina","University of North Carolina",35.93821,-77.79053,35.93821,-77.79053,"University of North Carolina",36.00153,-78.94001,"Rocky Mount North Carolina","Rocky Mount North Carolina",4,3,80,"United States of America","United States of America","Americas","Americas","Kansas City Missouri","East Rutherford New Jersey","Milwaukee Wisconsin","Houston Texas","","","","","","","","","","","","",39.09973,-94.57857,40.83399,-74.09709,43.0389,-87.90647,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978-79","1984-85"
"Phil Hankinson","July 26, 1951","Augusta","Georgia","Great Neck","New York","University of Pennsylvania",33.47097,-81.97484,40.80066,-73.72846,"University of Pennsylvania",39.95095,-75.19351,"Augusta Georgia","Great Neck New York",7,1,11,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","","","","","","","","","","","","","","","",42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-74","1974-75"
"Phil Hicks","January 31, 1953","Chicago","Illinois","Chicago","Illinois","Tulane University",41.85003,-87.65005,41.85003,-87.65005,"Tulane University",29.93987,-90.11954,"Chicago Illinois","Chicago Illinois",118,107,11,"United States of America","United States of America","Americas","Americas","Houston Texas","Chicago Illinois","Denver Colorado","","","","","","","","","","","","","",29.76328,-95.36327,41.85003,-87.65005,39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1978-79"
"Phil Hubbard","December 13, 1956","Canton","Ohio","Canton","Ohio","University of Michigan",40.79895,-81.37845,40.79895,-81.37845,"University of Michigan",42.84031,-84.47982,"Canton Ohio","Canton Ohio",9,11,42,"United States of America","United States of America","Americas","Americas","Detroit Michigan","Cleveland Ohio","","","","","","","","","","","","","","",42.33143,-83.04575,41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979-80","1988-89"
"Phil Jackson","September 17, 1945","Deer Lodge","Montana","Williston","North Dakota","University of North Dakota",46.06079,-113.06775,48.14697,-103.61797,"University of North Dakota",42.78472,-96.92421,"Deer Lodge Montana","Williston North Dakota",1,1,2,"United States of America","United States of America","Americas","Americas","New York New York","East Rutherford New Jersey","","","","","","","","","","","","","","",40.71427,-74.00597,40.83399,-74.09709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1979-80"
"Phil Jordon","September 12, 1933","Lakeport","California","none","none","Whitworth",39.04295,-122.91583,NA,NA,"Whitworth",-70.39583,66.12306,"Lakeport California","none none",1,684,3,"United States of America","none","Americas","none","New York New York","New York New York","Detroit Michigan","Cincinnati Ohio","Cincinnati Ohio","New York New York","St. Louis Missouri","","","","","","","","","",40.71427,-74.00597,40.71427,-74.00597,42.33143,-83.04575,39.162,-84.45689,39.162,-84.45689,40.71427,-74.00597,38.62727,-90.19789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956-57","1962-63"
"Phil Lumpkin","December 20, 1951","Dayton","Ohio","Dayton","Ohio","Miami University",39.75895,-84.19161,39.75895,-84.19161,"Miami University",25.74649,-80.36755,"Dayton Ohio","Dayton Ohio",20,17,7,"United States of America","United States of America","Americas","Americas","Portland Oregon","Phoenix Arizona","","","","","","","","","","","","","","",45.52345,-122.67621,33.44838,-112.07404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1975-76"
"Phil Martin","April 2, 1928","none","none","none","none","University of Toledo",NA,NA,NA,NA,"University of Toledo",41.66199,-83.61438,"none none","none none",677,684,11,"none","none","none","none","Milwaukee Wisconsin","","","","","","","","","","","","","","","",43.0389,-87.90647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-55","1954-55"
"Phil Pressey","February 17, 1991","Dallas","Texas","Dallas","Texas","University of Missouri",32.78306,-96.80667,32.78306,-96.80667,"University of Missouri",38.94587,-92.32768,"Dallas Texas","Dallas Texas",36,32,26,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","","","","","","","","","","","","","","","",42.35843,-71.05977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-14","2013-14"
"Phil Rollins","January 19, 1934","Wickliffe","Kentucky","Wickliffe","Kentucky","University of Louisville",36.96478,-89.08923,36.96478,-89.08923,"University of Louisville",38.21507,-85.75913,"Wickliffe Kentucky","Wickliffe Kentucky",1,2,49,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","Cincinnati Ohio","St. Louis Missouri","Cincinnati Ohio","New York New York","","","","","","","","","","","",39.95234,-75.16379,39.162,-84.45689,38.62727,-90.19789,39.162,-84.45689,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958-59","1960-61"
"Phil Sellers","November 20, 1953","New York","New York","New York","New York","Rutgers University",40.71427,-74.00597,40.71427,-74.00597,"Rutgers University",39.94808,-75.12137,"New York New York","New York New York",205,209,10,"United States of America","United States of America","Americas","Americas","Detroit Michigan","","","","","","","","","","","","","","","",42.33143,-83.04575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1976-77"
"Phil Smith","April 22, 1952","San Francisco","California","San Francisco","California","University of San Francisco",37.77493,-122.41942,37.77493,-122.41942,"University of San Francisco",37.77549,-122.4508,"San Francisco California","San Francisco California",20,23,23,"United States of America","United States of America","Americas","Americas","Oakland California","San Diego California","San Diego California","Seattle Washington","","","","","","","","","","","","",37.80437,-122.2708,32.71533,-117.15726,32.71533,-117.15726,47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1982-83"
"Phil Walker","March 20, 1956","Philadelphia","Pennsylvania","none","none","Millersville University of Pennsylvania",39.95234,-75.16379,NA,NA,"Millersville University of Pennsylvania",39.99927,-76.35663,"Philadelphia Pennsylvania","none none",96,684,1,"United States of America","none","Americas","none","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-78","1977-78"
"Phil Zevenbergen","April 13, 1964","Seattle","Washington","Edmonds","Washington","University of Washington",47.60621,-122.33207,47.81065,-122.37736,"University of Washington",38.9515,-77.08998,"Seattle Washington","Edmonds Washington",22,1,30,"United States of America","United States of America","Americas","Americas","San Antonio Texas","","","","","","","","","","","","","","","",29.42412,-98.49363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-88","1987-88"
"Phillip Wagner","December 18, 1945","none","none","none","none","Georgia Institute of Technology",NA,NA,NA,NA,"Georgia Institute of Technology",33.77233,-84.39456,"none none","none none",677,684,37,"none","none","none","none","Indianapolis Indiana","","","","","","","","","","","","","","","",39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-69","1968-69"
"Pickles Kennedy","May 17, 1938","Philadelphia","Pennsylvania","Philadelphia","Pennsylvania","Temple University",39.95234,-75.16379,39.95234,-75.16379,"Temple University",39.98095,-75.15296,"Philadelphia Pennsylvania","Philadelphia Pennsylvania",96,77,33,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960-61","1960-61"
"Pierre Russell","December 13, 1949","Kansas City","Kansas","Kansas City","Kansas","University of Kansas",39.09973,-94.57857,39.09973,-94.57857,"University of Kansas",38.8134,-97.60949,"Kansas City Kansas","Kansas City Kansas",7,9,60,"United States of America","United States of America","Americas","Americas","Louisville Kentucky","","","","","","","","","","","","","","","",38.25424,-85.75941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-72","1972-73"
"Plummer Lott","December 11, 1945","none","none","Jackson","Mississippi","Seattle University",NA,NA,32.29876,-90.18481,"Seattle University",47.61121,-122.31846,"none none","Jackson Mississippi",677,17,10,"none","United States of America","none","Americas","Seattle Washington","","","","","","","","","","","","","","","",47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1968-69"
"Pooh Richardson","May 14, 1966","Philadelphia","Pennsylvania","Philadelphia","Pennsylvania","University of California, Los Angeles",39.95234,-75.16379,39.95234,-75.16379,"University of California, Los Angeles",34.02051,-118.28563,"Philadelphia Pennsylvania","Philadelphia Pennsylvania",96,77,80,"United States of America","United States of America","Americas","Americas","Minneapolis Minnesota","Indianapolis Indiana","Los Angeles California","","","","","","","","","","","","","",44.97997,-93.26384,39.76838,-86.15804,34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-90","1998-99"
"Pop Goodwin","December 22, 1920","none","none","none","none","none",NA,NA,NA,NA,"",NA,NA,"none none","none none",677,684,0,"none","none","none","none","Providence Rhode Island","","","","","","","","","","","","","","","",41.82399,-71.41283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1947-48"
"Popeye Jones","June 17, 1970","Dresden","Tennessee","Dresden","Tennessee","Murray State University",36.29145,-88.70811,36.29145,-88.70811,"Murray State University",36.61144,-88.32226,"Dresden Tennessee","Dresden Tennessee",1,1,10,"United States of America","United States of America","Americas","Americas","Dallas Texas","Toronto Canada","Boston Massachusetts","Denver Colorado","Washington District of Columbia","Dallas Texas","Oakland California","","","","","","","","","",32.78306,-96.80667,43.70011,-79.4163,42.35843,-71.05977,39.73915,-104.9847,38.89511,-77.03637,32.78306,-96.80667,37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-94","2003-04"
"Pops Mensah-Bonsu","September 7, 1983","London","United Kingdom","Richland","New Jersey","George Washington University",51.50853,-0.12574,39.49178,-74.87072,"George Washington University",38.90135,-77.05031,"London United Kingdom","Richland New Jersey",5,1,9,"United Kingdom","United States of America","Europe","Americas","Dallas Texas","San Antonio Texas","Toronto Canada","Houston Texas","Toronto Canada","New Orleans Louisiana","","","","","","","","","","",32.78306,-96.80667,29.42412,-98.49363,43.70011,-79.4163,29.76328,-95.36327,43.70011,-79.4163,29.95465,-90.07507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2010-11"
"Porter Meriwether","March 16, 1940","none","none","Evansville","Indiana","Tennessee State University",NA,NA,37.97476,-87.55585,"Tennessee State University",36.14811,-86.80305,"none none","Evansville Indiana",677,6,18,"none","United States of America","none","Americas","Syracuse New York","","","","","","","","","","","","","","","",43.04812,-76.14742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-63","1962-63"
"Predrag Drobnjak","October 27, 1975","Bijelo Polje","Montenegro","none","none","none",43.03834,19.74758,NA,NA,"",NA,NA,"Bijelo Polje Montenegro","none none",2,684,0,"Montenegro","none","Europe","none","Seattle Washington","Los Angeles California","Atlanta Georgia","","","","","","","","","","","","","",47.60621,-122.33207,34.05223,-118.24368,33.749,-84.38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001-02","2004-05"
"Predrag Savovic","May 21, 1976","Pula","Croatia","none","none","University of Hawaii",44.86833,13.84806,NA,NA,"University of Hawaii",19.70667,-155.08278,"Pula Croatia","none none",1,684,7,"Croatia","none","Europe","none","Denver Colorado","","","","","","","","","","","","","","","",39.73915,-104.9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002-03","2002-03"
"Press Maravich","August 20, 1920","none","none","Aliquippa","Pennsylvania","Davis & Elkins College",NA,NA,40.63673,-80.24006,"Davis & Elkins College",38.92594,-79.84673,"none none","Aliquippa Pennsylvania",677,2,1,"none","United States of America","none","Americas","Pittsburgh Pennsylvania","","","","","","","","","","","","","","","",40.44062,-79.99589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Price Brookfield","May 11, 1920","Floydada","Texas","Friona","Texas","West Texas A&M University",33.98452,-101.33766,34.64173,-102.7241,"West Texas A&M University",34.9794,-101.9258,"Floydada Texas","Friona Texas",1,1,6,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","Rochester New York","","","","","","","","","","","","","","",39.76838,-86.15804,43.15478,-77.61556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1949-50"
